bait	722	bait,bait-nya,bait-mu,baitmu
hai	719	hai
saat	713	saat,saatnya,sesaat,saat-saat,saat-nya
bakar	704	bakaran,membakar,dibakar,membakarnya,terbakar,bakar
waktu	702	waktu,waktunya,sewaktu,waktu-waktu,waktumu,waktu-nya
temu	701	pertemuan,menemukan,menemui,bertemu,ditemukan,menemukannya
kerja	690	pekerjaan,bekerja,kerja,mengerjakan,pekerja,pekerjaan-pekerjaan
takut	681	takut,ketakutan,takutlah,ditakuti,menakutkan,takuti
domba	680	domba,domba-domba,dombamu,dombanya,domba-dombanya,domba-domba-ku
selamat	675	menyelamatkan,keselamatan,selamat,diselamatkan,selamatkan,selamatkanlah
suku	675	suku,suku-suku,sukumu,sukunya,suku-sukumu,sesuku
gunung	662	gunung,pegunungan,gunung-gunung,gunung-ku,gunung-gunungnya,gunung-nya
bangun	660	membangun,bangun,dibangun,bangunan,membangunnya,pembangunan
salah	658	salah,kesalahan,bersalah,kesalahannya,kesalahan-kesalahan,kesalahanku
layan	651	melayani,pelayan,pelayanan,pelayannya,layanilah,melayaninya
batu	650	batu,batu-batu,batuku,berbatu,batunya,batu-batunya
kuat	650	kuat,kekuatan,kekuatannya,menguatkan,kekuatanku,kekuatanmu
lawan	647	melawan,melawanmu,melawannya,lawan,melawanku,berlawanan
bicara	629	berbicara,berbicaralah,membicarakan,bicarakan,bicara,pembicaraan
tiga	627	tiga,ketiga,sepertiga,ketiganya,bertiga,pertiga
kumpul	617	mengumpulkan,berkumpul,kumpulan,dikumpulkan,kumpulkanlah,pengumpul
pimpin	610	pemimpin,memimpin,pemimpin-pemimpin,pemimpinnya,pimpinan,pemimpinmu
kuasa	607	kuasa,berkuasa,penguasa,kekuasaan,menguasai,kuasa-nya
kasih	606	kasih,kukasihi,kekasihku,kasihilah,terkasih,kasihmu
sedang	603	sedang,sedangkan
belum	599	belum,sebelum,sebelumnya,belumkah
roh	597	roh,roh-roh,rohku,rohmu,rohnya
maka	597	maka,memakainya
padang	583	padang,padang-padang,padang-padangnya,padangnya
keluarga	582	keluarga,keluarganya,keluargamu,keluarga-keluarga,keluargaku,keluarga-keluargamu
api	580	api,perapian,apinya,api-nya,perapian-perapian,apimu
puluh	579	puluh,sepuluh,kesepuluh,persepuluhan,sepersepuluh,puluhan
bukan	577	bukan,bukanlah,bukannya,bukan-bukan
tengah	573	tengah-tengah,tengah,setengah,tengah-tengahmu,tengah-tengahnya,setengahnya
pakai	567	pakaian,pakaiannya,memakai,berpakaian,pakaian-pakaian,pakaianmu
janji	566	perjanjian,janji,perjanjian-ku,janjikan,berjanji,dijanjikan-nya
dekat	565	dekat,mendekat,mendekati,dekatnya,mendekatinya,mendekatkan
ekor	553	seekor,ekor,ekornya
sangat	538	sangat,sangatlah
mulia	538	kemuliaan,mulia,memuliakan,kemuliaan-nya,dimuliakan,kemuliaannya
istri	533	istri,istrinya,istrimu,istri-istri,istriku,istri-istrimu
suara	525	suara,suara-nya,suaraku,suaramu,suaranya,suara-ku
pohon	523	pohon,pohon-pohon,pepohonan,pohon-pohonmu,pohon-pohonan,pohon-pohonnya
sungai	522	sungai,sungai-sungai,sungai-sungaimu,sungai-sungainya,sungainya,sungaimu
turut	517	menurut,menuruti,turut,menurutmu,seturut,menurutku
tujuh	517	tujuh,ketujuh
tulis	517	tertulis,menulis,tulis,dituliskan,ditulis,tulisan
anggur	515	anggur,anggurmu,anggurnya,anggurku,menganggur,anggur-ku
emas	503	emas,emasnya,emasmu,keemasan,emas-ku,emasku
bangkit	503	bangkit,membangkitkan,dibangkitkan,kebangkitan,bangkitkan,kebangkitan-nya
tanya	503	bertanya,menanyakan,bertanya-tanya,pertanyaan,tanyakanlah,tanyakan
percaya	501	percaya,percayalah,dipercaya,dipercayakan,memercayai,memercayakan
sesuai	496	sesuai,menyesuaikan
lahir	493	melahirkan,lahir,dilahirkan,kelahiran,lahirlah,dilahirkannya
nabi	492	nabi,nabi-nabi,nabi-nabimu,nabi-nabi-mu,nabinya,nabi-nya
langit	490	langit,langit-langit,langit-mu,langitmu,langit-langitku
jantan	483	jantan,kejantananku,jantanmu,jantannya
ikut	481	mengikuti,ikut,berikutnya,mengikutinya,mengikut,ikutlah
darah	479	darah,darahnya,darahmu,darah-nya,pendarahan,darah-ku
depan	476	depan,depanmu,depannya,depanku,terdepan,depan-ku
utus	474	mengutus,utusan,diutus,utusan-utusan,mengutusmu,mengutusku
suatu	473	suatu
pedang	467	pedang,pedangnya,pedangmu,pedang-ku,pedangku,pedang-nya
terima	466	menerima,menerimanya,terima,diterima,terimalah,berterima
damai	465	damai,pendamaian,kedamaian,perdamaian,berdamai,mendamaikan
belas	464	belas,berbelas
penuh	460	penuh,memenuhi,dipenuhi,kepenuhan,penuhilah,memenuhinya
sesuatu	460	sesuatu,sesuatunya
serah	455	menyerahkan,diserahkan,menyerahkannya,serahkan,serahkanlah,menyerahkanmu
sapi	455	sapi,sapi-sapi,sapinya,sapimu,sapi-sapimu,sapi-sapinya
kaki	451	kaki,kakinya,kakimu,kakiku,kaki-nya,kaki-ku
panggil	450	memanggil,dipanggil,memanggilnya,panggillah,memanggilmu,panggil
tinggi	450	tinggi,meninggikan,ditinggikan,tingginya,tertinggi,ketinggian
nenek	448	nenek,neneknya,nenek-nenek,nenekmu
gerbang	447	gerbang,gerbangnya,gerbangmu,gerbang-gerbang,gerbang-nya,gerbang-gerbangku
minum	446	minum,minuman,meminum,meminumnya,minumlah,diminum
hancur	445	menghancurkan,dihancurkan,kehancuran,hancur,menghancurkannya,penghancuran
moyang	442	moyang,moyangmu,moyangnya,moyangku,moyang-nya
ingat	442	ingatlah,mengingat,peringatan,ingat,memperingatkan,diingat
masih	438	masih,masihkah
tenda	432	tenda,tendanya,tenda-tenda,pertendaan,tendamu,tendaku
angkat	431	mengangkat,angkatlah,terangkat,diangkat,mengangkatnya,angkat
musuh	430	musuh,musuh-musuh,musuhmu,musuh-musuhku,musuh-musuhmu,musuhnya
hanya	429	hanya,hanyalah
cari	425	mencari,carilah,mencarinya,mencari-nya,cari,mencari-cari
bagaimana	424	bagaimana,sebagaimana,bagaimanakah
mazbah	423	mazbah,mazbah-mazbah,mazbah-ku,mazbahnya,mazbah-mu,mazbah-mazbah-mu
malam	422	malam,bermalam,semalam,malamnya,bermalamlah,semalam-malaman
kena	417	mengenai,mengenakan,kenakanlah,dikenakan,terkena,mengenakannya
demi	415	demi
bawah	414	bawah,bawahnya,bawahku,bawah-nya,bawahmu,bawahan
mulut	412	mulut,mulutnya,mulutku,mulutmu,mulut-nya,mulut-ku
ingin	410	ingin,keinginan,menginginkan,inginkan,keinginannya,diinginkan
roti	410	roti,rotimu,rotinya,rotiku,roti-roti,roti-ku
lari	410	melarikan,berlari,lari,larilah,pelarian,berlarian
boleh	408	boleh,diperbolehkan,memperbolehkan,memperbolehkannya
pernah	401	pernah,pernahkah
ajar	401	mengajar,mengajarkan,ajaran,pengajaran,belajar,diajarkan
binasa	400	membinasakan,binasa,kebinasaan,dibinasakan,membinasakannya,membinasakanmu
laut	396	laut,lautan,pelaut,lautnya,pelautnya,pelautmu
belah	395	sebelah,terbelah,membelah,belah,pembelah,membelahnya
puji	391	pujian,memuji,pujilah,puji-pujian,memuji-mu,dipuji
hasil	390	hasil,menghasilkan,berhasil,hasilnya,dihasilkan,penghasilan
bahkan	390	bahkan
begini	388	beginilah,begini
empat	386	empat,keempat,keempatnya,seperempat,berempat
pasu	384	pasukan,pasukannya,pasukan-pasukan,pasukanmu,pasukan-pasukannya,memasukannya
punya	379	mempunyai,punya,kepunyaan,kepunyaannya,kepunyaanku,kepunyaanmu
jauh	375	jauh,menjauhkan,menjauh,sejauh,jauh-jauh,jauhkanlah
seru	374	berseru,berseru-seru,seruan,menyerukan,berserulah,serukanlah
perang	372	berperang,perang,perangnya,perangmu,perangilah,kuperangi
rakyat	371	rakyat,rakyatnya,rakyatmu,rakyatku
sukacita	371	bersukacita,sukacita,bersukacitalah,sukacitamu,sukacitaku,sukacita-ku
keliling	370	sekeliling,sekelilingnya,mengelilingi,berkeliling,sekelilingmu,sekeliling-nya
bulan	370	bulan,bulan-bulan,sebulan,bulan-bulanan,bulannya,bulanmu
setia	370	setia,setia-nya,setia-mu,kesetiaan,kesetiaan-mu,setia-ku
sakit	363	penyakit,sakit,kesakitan,menyakiti,menyakitkan,penyakitnya
adil	363	keadilan,adil,pengadilan,mengadili,keadilan-mu,diadili
panjang	362	sepanjang,panjang,panjangnya,memperpanjang,memanjang,diperpanjang
najis	361	najis,menajiskan,kenajisan,dinajiskan,menajiskannya,kenajisannya
saksi	360	kesaksian,saksi,bersaksi,kesaksian-kesaksian-mu,menyaksikan,saksi-saksi
mana	356	mana,manakah,mana-mana,manapun
kemah	356	perkemahan,berkemah,kemah,kemah-kemah,kemahnya,kemahmu
letak	355	meletakkan,meletakkannya,terletak,diletakkan,letakkanlah,letakkan
doa	354	berdoa,doa,berdoalah,doaku,doa-doa,doanya
daripada	352	daripada
binatang	351	binatang,binatang-binatang,binatang-binatangnya,binatangnya,binatang-binatangmu
muda	350	muda,mudanya,mudamu,mudaku,kemudaanmu,termuda
ilah	350	ilah,ilah-ilah,berilah,ilahmu,ilahnya,ilah-ilahnya
dahulu	345	dahulu,mendahului,terdahulu,mendahului-nya,mendahuluimu,mendahuluiku
murid	345	murid-murid-nya,murid,murid-murid,murid-nya,murid-murid-mu,murid-murid-ku
beberapa	344	beberapa
sebut	341	disebut,menyebut,tersebut,menyebutnya,sebut,disebutkan
tutup	340	menutupi,menutup,tutup,ditutup,tertutup,penutup
keras	340	keras,kekerasan,mengeraskan,kerasnya,dikeraskan,keraskan
jumlah	340	jumlah,berjumlah,jumlahnya,sejumlah,jumlahmu
dunia	340	dunia
lepas	339	melepaskan,lepaskan,lepaskanlah,terlepas,dilepaskan,lepas
hakim	339	menghakimi,hakim,penghakiman,dihakimi,hakim-hakim,menghakimimu
ibu	338	ibunya,ibu,ibumu,ibuku,ibu-nya,ibu-ku
jaga	335	penjaga,menjaga,jagalah,jaga,berjaga-jagalah,berjaga-jaga
perak	335	perak,perakmu,peraknya,perak-ku,perak-perak,perakku
tunjuk	335	menunjukkan,petunjuk,tunjukkan,tunjukkanlah,menunjuk,ditunjuk
kenal	334	mengenal,dikenal,kenal,terkenal,mengenalnya,pengenalan
tahan	334	menahan,bertahan,tahan,tahanan,ditahan,pertahanan
murka	333	murka,murka-ku,murka-nya,murka-mu,kemurkaan,kemurkaan-nya
tubuh	332	tubuh,tubuhnya,tubuhmu,bersetubuh,tubuhku,tubuh-nya
jatuh	330	jatuh,menjatuhkan,terjatuh,dijatuhkan,kejatuhanmu,berjatuhan
tua	328	tua-tua,tua,tuanya,tertua,tuamu,tua-tuamu
malaikat	327	malaikat,malaikat-malaikat,malaikat-nya,malaikat-malaikat-nya,malaikatnya,malaikat-ku
kubur	325	kubur,dikuburkan,kuburan,menguburkan,menguburkannya,pekuburan
minta	325	meminta,minta,mintalah,permintaan,diminta,memintamu
akhir	322	akhir,berakhir,terakhir,akhirnya,mengakhiri,diakhiri
kaum	322	kaum,kaum-kaum,kaumnya,kaumku,kaum-kaumnya,kaummu
pandang	320	memandang,pandangan,pandangannya,pandanganmu,dipandang,pandanglah
tanpa	317	tanpa,tanpamu
lima	314	lima,kelima,seperlima,seperlimanya
semesta	312	semesta
nyanyi	312	nyanyian,menyanyikan,penyanyi,bernyanyi,nyanyikanlah,menyanyi
buka	311	membuka,terbuka,bukalah,membukakan,dibuka,dibukakan
kirim	309	mengirim,mengirimkan,kirimkan,dikirim,mengirimnya,kirim
iman	308	iman,imanmu,seiman,beriman,imannya,seimanmu
jiwa	306	jiwaku,jiwa,jiwamu,jiwanya,jiwa-jiwa,jiwa-ku
pilih	303	memilih,pilihan,pilih,dipilih,terpilih,pilihlah
maupun	303	maupun
naik	300	naik,naiklah,menaikkan,menaiki,naikkan,naikkanlah
sementara	300	sementara
nyata	300	menyatakan,dinyatakan,ternyata,nyatakan,penyataan,nyata
alam	299	alam,berpengalaman,dialaminya,kualami,alamlah,mengalaminya
pertama	298	pertama,pertamamu,pertamanya,pertamaku
masa	298	masa,masanya,masa-masa,semasa
bukit	294	bukit,bukit-bukit,perbukitan,bukit-bukitmu,berbukit-bukit,bukitnya
kira	293	kiranya,kira-kira,kira,memperkirakan,perkiraanmu
hasta	292	hasta,sehasta
buang	291	membuang,pembuangan,buangan,dibuang,buanglah,terbuang
kali	289	kali,kalinya,berkali-kali
saja	288	saja,sajalah
suruh	284	menyuruh,suruhlah,pesuruh,menyuruhnya,suruhan,menyuruhmu
hikmat	284	hikmat,berhikmat,hikmatmu,hikmatnya,hikmat-nya,hikmatku
kitab	283	kitab,kitab-kitab,kitab-mu,kitab-ku
masing-masing	282	masing-masing
sembunyi	280	menyembunyikan,tersembunyi,bersembunyi,sembunyikan,menyembunyikannya,disembunyikan
tuju	279	menuju,tujuan,tertuju,menyetujui,setuju,menyetujuinya
ikan	278	berikan,ikan,ikan-ikan
burung	276	burung,burung-burung
kain	275	kain,kainnya,kain-nya,kain-ku,kainmu,kain-kain
fasik	275	fasik,kefasikan,kefasikannya,kefasikanmu
mulai	274	mulai,dimulai,memulai,mulailah
marah	273	marah,kemarahan,kemarahan-ku,kemarahan-nya,kemarahannya,kemarahan-mu
wajah	272	wajah,wajahnya,wajahmu,wajah-mu,wajah-ku,wajahku
balik	272	berbalik,membalikkan,berbaliklah,balik,balikkan,membalikkanmu
kayu	267	kayu,kayu-kayu,kayunya,kayu-kayuan,kayu-kayunya
tiba	267	tiba,tiba-tiba,tibalah,tibanya
ladang	266	ladang,ladangnya,ladang-ladang,ladangmu,ladang-ladangmu,ladangku
begitu	264	begitu,begitulah
mau	264	mau,maukah,kemauanku,kemauan
tuanku	261	tuanku
daging	259	daging,dagingnya,dagingku,kedagingan,dagingmu,daging-daging
hendak	259	hendak,kehendak,hendaklah,kehendak-nya,kehendaki,menghendaki
sisi	257	sisi,sisinya,sisi-sisi,sisi-sisinya,sisimu,sisiku
siap	257	siap,menyiapkan,mempersiapkan,bersiap,bersiaplah,siapkanlah
istana	256	istana,istananya,istana-istana,istanamu,istana-istananya,istanaku
minyak	255	minyak,minyakmu,meminyaki,berminyak,minyaknya,minyakku
ganti	253	ganti,penggantinya,menggantikan,pengganti,mengganti,menggantikannya
baru	251	baru,barulah,diperbarui,memperbarui,perbaruilah,pembaruan
asing	251	asing,mengasingkan,pengasingan,terasing,diasingkan,mengasingkannya
sisa	250	tersisa,sisa,sisa-sisa,sisanya,menyisakan,menyisakannya
malu	248	malu,dipermalukan,memalukan,mempermalukan,malumu,kemaluannya
luar	248	luar,luarnya,terluar
tanda	247	tanda,tanda-tanda,tanda-tanda-ku,tandanya,menandainya,tandaku
pikir	247	pikiran,berpikir,memikirkan,pikiranmu,pikir,pikiranku
terus	247	terus,terus-menerus,seterusnya,meneruskan,teruslah,penerusnya
sejak	246	sejak
jemaat	246	jemaat,jemaat-ku,jemaat-jemaat,jemaatku,jemaat-mu,jemaat-nya
ikat	243	mengikat,ikat,terikat,diikat,ikatan,mengikatnya
erti	243	mengerti,pengertian,berpengertian,pengertianmu,dimengerti,pengertianku
kawan	242	kawanan,kawanan-ku,kawanannya,kawannya,sekawanan,kawan
kuda	242	kuda,kuda-kuda,berkuda,berkudanya,kuda-kudanya,kudanya
ribu	240	ribu,seribu,ribuan
tembok	240	tembok,tembok-tembok,tembok-tembokmu,tembok-temboknya,temboknya,tembokmu
raya	239	raya,perayaan,merayakan,merayakannya,perayaan-perayaan,rayamu
ucap	239	mengucapkan,mengucap,ucapan,ucapkan,diucapkan,diucapkannya
surga	238	surga,surga-nya,surgalah
sumpah	238	bersumpah,sumpah,bersumpahlah,sumpahnya,disumpahkan-nya,menyumpahimu
tuan	238	tuan,tuannya,tuanmu,tuan-tuanmu,bertuan,tuan-tuannya
kaya	237	kaya,kekayaan,kekayaannya,kekayaanmu,memperkaya,diperkaya
diam	237	diam,berdiam,diam-diam,kediaman,terdiam,kediaman-mu
bodoh	237	bodoh,kebodohan,kebodohannya,kebodohanku,kebodohanmu,bodohnya
gelap	233	kegelapan,gelap,menggelapkan,kegelapanku,kegelapannya,gelapnya
cara	232	secara,cara,caramu,cara-cara-mu,caranya,cara-mu
tidur	231	tidur,tidurnya,tertidur,tidurku,tidurmu,ditiduri
tentara	231	tentara,tentaranya,tentaramu,tentara-nya,tentara-tentara,tentara-tentaranya
tebus	231	penebus,menebus,ditebus,penebusan,tebusan,tebus
rumput	230	rumput,rumputnya,merumput,rumput-rumput,rerumputan,rumput-ku
rasa	229	rasa,merasa,merasakan,rasakan,rasanya,dirasakannya
berita	229	memberitakan,berita,diberitakan,beritakan,beritakanlah,pemberitaan
derita	228	menderita,penderitaan,penderitaanku,penderitaannya,penderitaan-penderitaan,penderita
pagi	226	pagi,pagi-pagi,paginya
kalah	225	mengalahkan,dikalahkan,mengalahkannya,kalah,kekalahan,mengalahkanmu
perhati	224	memperhatikan,perhatikanlah,perhatikan,perhatian,memperhatikannya,perhatiannya
sambil	224	sambil
lenyap	224	lenyap,dilenyapkan,melenyapkan,melenyapkannya,kulenyapkan,lenyaplah
kanan	222	kanan,kanannya,kanan-mu,kanan-nya,kananmu,kanan-ku
hormat	222	kehormatan,menghormati,hormat,dihormati,terhormat,hormatilah
hitung	221	menghitung,dihitung,terhitung,diperhitungkan,hitunglah,memperhitungkan
balas	220	membalas,pembalasan,membalaskan,balas,balasan,dibalaskan
benci	220	membenci,dibenci,kebencian,membenciku,membencimu,membencinya
seberang	220	seberang,menyeberang,penyeberangan,menyeberanginya,menyeberanglah,menyeberangkan
tolong	219	tolong,menolong,pertolongan,penolong,menolongmu,tolonglah
zaman	219	zaman,zamannya,zamanmu,zamanku
barang	218	barang-barang,barang,barang-barangnya,barang-barangmu,barang-barang-ku,barangku
bisa	217	bisa,berbisa,bisakah,bisa-bisa
menang	217	menangis,kemenangan,menang,menangislah,memenangkan,kemenangan-mu
timur	215	timur,ketimuran
daerah	215	daerah,daerahmu,daerahnya,daerah-daerah,daerah-daerahnya,daerahku
batas	215	batas,perbatasan,batas-batasnya,batasnya,batas-batas,batasan
henti	214	berhenti,menghentikan,perhentian,berhentilah,henti,menghentikannya
harap	214	pengharapan,berharap,harapan,mengharapkan,harapanku,pengharapanku
umur	213	berumur,umur,seumur,umurmu,umurnya,umurku
belantara	213	belantara,belantaranya
terang	212	terang,terangmu,penerang,penerangan,terang-terangan,terang-nya
sini	211	sini,sinilah
segera	211	segera,segeralah,bersegera,sesegera
lewat	211	melewati,lewat,melewatinya,lewati,melewatkan,dilewati
tabut	211	tabut
matahari	208	matahari,matahari-nya
rendah	207	rendah,merendahkan,direndahkan,kerendahan,merendahkannya,rendahkanlah
telinga	207	telinga,telingamu,telingaku,telinga-mu,telinganya,telinga-nya
