mungkin	150489	mungkin,kemungkinan,memungkinkan,mungkinkah,kemungkinannya,dimungkinkan
ayo	147533	ayo,ayolah
mana	143550	mana,dimana,kemana,manapun,kemanapun,dimanapun
kalian	140103	kalian,kalianlah
karena	138414	karena,karenamu,karenanya,dikarenakan,karenaku
dengar	137023	dengar,mendengar,dengarkan,mendengarkan,terdengar,mendengarnya
satu	135386	satu,satunya,satupun,bersatu,menyatukan,kesatuan
sangat	134870	sangat,sangatlah
siapa	127975	siapa,siapapun,siapakah,sesiapa,siapalah,sesiapapun
rasa	127889	merasa,kurasa,rasa,rasanya,merasakan,rasakan
mau	127448	mau,maukah,maumu,kumau,kemauan,semaumu
juga	122326	juga,jugalah
apakah	121107	apakah
terima	121064	terima,menerima,berterima,diterima,menerimanya,terimalah
sama	120641	sama,bersama,bersamamu,bersamaku,bersamanya,bersamaan
pernah	119969	pernah,pernahkah,pernahkan
kembali	117854	kembali,kembalikan,kembalilah,mengembalikan,mengembalikannya,dikembalikan
saat	117495	saat,saatnya,sesaat,disaat,saatku,saatmu
hari	114400	hari,sehari,seharian,harinya,harimu,harian
bunuh	113516	membunuh,bunuh,membunuhnya,pembunuh,pembunuhan,membunuhmu
datang	113197	datang,datanglah,kedatangan,mendatangi,datangnya,mendatang
belum	112095	belum,sebelum,sebelumnya,sebelummu
diri	109632	diri,dirimu,diriku,berdiri,dirinya,mendirikan
hal	109620	hal,halnya
banyak	108944	banyak,kebanyakan,sebanyak,banyaknya,terbanyak,memperbanyak
ayah	108694	ayah,ayahku,ayahmu,ayahnya,ayahlah
begitu	108303	begitu,begitulah,begitukah,begitupun,sebegitu,begituan
bicara	107654	bicara,berbicara,bicarakan,membicarakan,bicaralah,pembicaraan
milik	107479	memiliki,milik,milikku,miliki,milikmu,memilikinya
atau	106686	atau,ataupun,ataukah
kenapa	106506	kenapa
hidup	106314	hidup,kehidupan,hidupku,hidupmu,hidupnya,menghidupkan
kerja	105298	bekerja,pekerjaan,kerja,kerjakan,pekerjaanku,pekerjaanmu
tinggal	104047	tinggal,meninggalkan,meninggal,tinggalkan,meninggalkannya,meninggalkanmu
kasih	102664	kasih,kekasih,kekasihku,kekasihmu,kekasihnya,kasihku
sesuatu	101967	sesuatu,sesuatunya,sesuatupun
maaf	101954	maaf,maafkan,memaafkan,memaafkanmu,memaafkanku,dimaafkan
tentang	101085	tentang,tentangmu,menentang,tentangku,tentangnya,bertentangan
sana	100398	sana,disana,sanalah,disanalah,sanakah
mati	97816	mati,kematian,matikan,mematikan,kematiannya,matilah
bilang	97311	bilang,kubilang,dibilang,kaubilang,bilangan,bilangnya
salah	96122	salah,kesalahan,bersalah,salahku,menyalahkan,salahmu
lain	96101	lain,lainnya,melainkan,kelainan,dilain,lainmu
tempat	95043	tempat,menempatkan,tempatnya,tempatmu,ditempat,tempatku
waktu	93665	waktu,waktunya,waktumu,waktuku,sewaktu,diwaktu
lama	93632	lama,selama,selamanya,lamanya,lamaku,lamamu
jalan	93379	jalan,berjalan,perjalanan,menjalankan,jalanan,menjalani
lalu	92943	lalu,melalui,berlalu,lalui,melaluinya,lalumu
keluar	92339	keluar,keluarkan,mengeluarkan,keluarlah,dikeluarkan,mengeluarkanmu
dua	92101	dua,berdua,kedua,keduanya,berduaan,keduaku
bahwa	90826	bahwa
tunggu	89987	tunggu,menunggu,menunggumu,menungguku,tunggulah,menunggunya
kalau	89281	kalau
anak	89046	anak,anakku,anakmu,anaknya,beranak
bagus	88206	bagus,baguslah,bagusnya,sebagus,bagusmu,terbagus
beri	86809	memberikan,memberi,beri,memberimu,memberiku,memberinya
ibu	85931	ibu,ibumu,ibuku,ibunya,keibuan,beribu
bawa	85637	membawa,bawa,membawanya,membawamu,membawaku,dibawa
masih	84533	masih,masihlah,masihkah
malam	82407	malam,semalam,semalaman,malamnya,malammu,bermalam
selamat	81861	selamat,menyelamatkan,selamatkan,menyelamatkannya,menyelamatkanmu,keselamatan
akhir	81654	terakhir,akhirnya,berakhir,akhir,mengakhiri,terakhirku
henti	80830	berhenti,hentikan,menghentikan,menghentikannya,berhentilah,dihentikan
sendiri	80682	sendiri,sendirian,sendirinya,tersendiri,menyendiri,penyendiri
oke	79303	oke,okelah
bagi	79057	bagian,bagi,bagiku,sebagian,bagimu,berbagi
bantu	78845	membantu,bantuan,bantu,membantumu,membantuku,bantuanmu
ambil	77699	mengambil,ambil,mengambilnya,diambil,ambilkan,ambillah
tahun	77015	tahun,setahun,tahunku,tahunan,tahunnya,tahunmu
suka	76116	suka,menyukai,menyukainya,menyukaimu,menyukaiku,sukai
masuk	75967	masuk,masuklah,termasuk,masukkan,memasukkan,masukan
rumah	74537	rumah,rumahku,rumahnya,rumahmu,dirumah,kerumah
baru	73846	baru,terbaru,barumu,baruku,barunya,memperbarui
sampai	73730	sampai,sampaikan,menyampaikan,disampaikan,kusampaikan,menyampaikannya
sedang	73721	sedang,sedangkan
cepat	72874	cepat,cepatlah,kecepatan,secepatnya,secepat,tercepat
perlu	72492	perlu,diperlukan,memerlukan,perlukan,memerlukannya,keperluan
sekali	71516	sekali,sekalian,sekalinya
cara	71240	cara,secara,caranya,caramu,caraku
pasti	70932	pasti,memastikan,pastikan,pastinya,kupastikan,dipastikan
maksud	70330	maksudku,maksudmu,maksud,bermaksud,maksudnya,kumaksud
buah	70324	sebuah,buah,buahku,buahmu,buahnya,disebuah
makan	70205	makan,makanan,memakan,makanlah,dimakan,memakannya
cari	69711	mencari,cari,mencarinya,mencarimu,pencarian,mencariku
biar	69073	biarkan,biar,membiarkan,membiarkanmu,membiarkannya,kubiarkan
besar	68699	besar,terbesar,sebesar,dibesarkan,membesarkan,besarnya
coba	67980	mencoba,coba,cobalah,mencobanya,percobaan,kucoba
beberapa	67626	beberapa,dibeberapa
percaya	67096	percaya,percayalah,dipercaya,mempercayai,kepercayaan,mempercayainya
cinta	66090	cinta,mencintaimu,mencintai,bercinta,mencintainya,mencintaiku
masalah	65907	masalah,masalahnya,masalahmu,bermasalah,masalahku,permasalahan
butuh	65562	butuh,membutuhkan,butuhkan,dibutuhkan,membutuhkanmu,membutuhkannya
nama	64629	nama,namanya,namaku,namamu,bernama,dinamakan
mengapa	64039	mengapa
kan	62045	kan,kekanan,beberkan,dikanan
tentu	59440	tentu,tertentu,menentukan,tentunya,ditentukan,tentukan
tolong	58983	tolong,menolong,tolonglah,menolongmu,menolongku,pertolongan
ingat	58896	ingat,mengingat,peringatan,ingatan,mengingatkan,mengingatnya
atas	57915	atas,diatas,mengatasi,atasnya,mengatasinya,keatas
minta	57748	minta,meminta,permintaan,memintaku,memintamu,memintanya
ketika	57725	ketika,seketika
ikut	56940	ikut,berikutnya,mengikuti,ikuti,berikut,ikutlah
teman	56493	teman,temanku,temanmu,berteman,temannya,menemanimu
mulai	55775	mulai,dimulai,memulai,mulailah,mulainya
sayang	55599	sayang,sayangnya,sayangku,menyayangimu,menyayangi,tersayang
sial	54798	sial,sialan,kesialan,sialanmu,sialnya,sialannya
senang	54768	senang,menyenangkan,kesenangan,bersenang,senangnya,kesenangannya
hilang	52668	kehilangan,hilang,menghilang,menghilangkan,kehilanganmu,hilangnya
tuhan	52507	tuhan,tuhanku,tuhanmu,tuhannya,tuhanlah,bertuhan
sakit	50751	sakit,menyakiti,penyakit,menyakitkan,menyakitimu,kesakitan
cukup	50665	cukup,mencukupi,cukuplah,secukupnya,cukupkah,berkecukupan
erti	50461	mengerti,dimengerti,pengertian,kumengerti,mengertilah,pengertiannya
yakin	50126	yakin,meyakinkan,keyakinan,kuyakin,yakinkan,yakini
main	49977	bermain,permainan,main,pemain,memainkan,mainan
selalu	49641	selalu,selalunya
guna	49423	menggunakan,gunakan,berguna,digunakan,gunanya,menggunakannya
tanya	49269	bertanya,pertanyaan,tanya,menanyakan,tanyakan,pertanyaannya
kali	48680	kali,kalinya,dikali,berkali,kalikan,kalipun
tangan	48439	tangan,tanganmu,tanganku,menangani,tangannya,tangani
pria	48388	pria,prianya,priamu,priaku
tetap	48144	tetap,tetaplah,menetap,menetapkan,ditetapkan,tetapkan
oleh	47910	oleh,memperoleh,olehmu,olehnya,olehku,peroleh
siap	47454	siap,bersiap,siapkan,menyiapkan,bersiaplah,mempersiapkan
bagai	47206	sebagai,berbagai,bagaikan,bagai,sebagainya,sebagaian
uang	46758	uang,uangnya,uangku,uangmu,keuangan,keuangannya
sedikit	46421	sedikit,sedikitpun,sedikitnya,sesedikit
bahkan	46140	bahkan
takut	45427	takut,ketakutan,menakutkan,menakuti,takutkan,menakutiku
tiap	45330	setiap,tiap,disetiap
luar	45231	luar,diluar,luarnya,terluar
harap	44270	berharap,harap,kuharap,harapan,mengharapkan,harapkan
tahan	44201	bertahan,tahan,menahan,tahanan,pertahanan,bertahanlah
kecil	44173	kecil,kecilku,kecilmu,kecilnya,terkecil,sekecil
terlalu	43826	terlalu,keterlaluan
wanita	43523	wanita,wanitanya,wanitamu,wanitaku,kewanitaan
boleh	43243	boleh,bolehkah,diperbolehkan,bolehkan,membolehkan,memperbolehkan
hubung	43038	hubungan,hubungi,menghubungi,berhubungan,hubungannya,menghubungimu
kepada	42855	kepada,kepadaku,kepadamu,kepadanya
pertama	42373	pertama,pertamaku,pertamamu,pertamanya
dunia	42077	dunia,didunia,duniaku,duniamu,dunianya,sedunia
mari	40611	mari,marilah,marian
jauh	40500	jauh,sejauh,menjauh,menjauhlah,jauhkan,jauhnya
kenal	40284	kenal,terkenal,mengenal,dikenal,mengenalnya,mengenalmu
biasa	40002	biasa,biasanya,terbiasa,kebiasaan,membiasakan,biasakan
buruk	39668	buruk,terburuk,memburuk,seburuk,buruknya,memperburuk
tembak	39326	menembak,tembak,tembakan,ditembak,tertembak,menembaknya
berapa	39265	berapa,seberapa,berapapun,berapakah,seberapapun,keberapa
hasil	38455	berhasil,hasil,menghasilkan,hasilnya,keberhasilan,penghasilan
tuju	38070	menuju,setuju,tujuan,tujuannya,persetujuan,menyetujui
tidur	37767	tidur,tertidur,tidurlah,tidurmu,tidurnya,meniduri
kuat	37350	kuat,kekuatan,kekuatannya,kekuatanmu,terkuat,kekuatanku
selesai	37017	selesai,menyelesaikan,selesaikan,menyelesaikannya,diselesaikan,kuselesaikan
tunjuk	36908	menunjukkan,tunjukkan,petunjuk,pertunjukan,kutunjukkan,tunjukan
mobil	36900	mobil,mobilnya,mobilku,mobilmu,dimobil,kemobil
terus	36853	terus,teruskan,teruslah,seterusnya,menerus,meneruskan
ajar	36743	belajar,pelajaran,mempelajari,mengajar,mengajarkan,pelajari
tanpa	36065	tanpa,tanpamu,tanpaku,tanpanya
keluarga	35593	keluarga,keluargaku,keluargamu,keluarganya,berkeluarga,sekeluarga
jam	35467	jam,sejam,jamnya,perjam,jamku,jammu
pakai	35330	memakai,pakai,pakaian,berpakaian,dipakai,pakaianmu
arti	35249	berarti,artinya,arti,mengartikan,berartinya,artian
gadis	35199	gadis,gadisku,gadisnya,gadismu
pilih	34761	pilihan,memilih,pilih,terpilih,dipilih,pemilihan
polisi	34549	polisi,kepolisian,polisinya,polisimu,polisiku
ubah	33698	berubah,mengubah,perubahan,mengubahnya,ubah,diubah
jelas	33409	jelas,menjelaskan,jelaskan,penjelasan,menjelaskannya,dijelaskan
buka	33223	buka,membuka,terbuka,membukanya,dibuka,pembukaan
pulang	33013	pulang,pulanglah,sepulang,memulangkan,pulangkan,dipulangkan
depan	32847	depan,depanmu,didepan,depanku,kedepan,depannya
menang	32830	menang,menangis,memenangkan,kemenangan,pemenang,pemenangnya
bangun	32699	bangun,membangun,bangunan,terbangun,bangunlah,dibangun
gila	32604	gila,kegilaan,menggila,gilanya,segila,penggila
tiga	32556	tiga,ketiga,bertiga,ketiganya,sepertiga,ketigaku
memang	32272	memang,memangnya,memanglah,sememangnya
panggil	32266	panggil,memanggil,panggilan,memanggilku,memanggilnya,memanggilmu
turut	32239	menurutmu,menurut,menurutku,turut,menuruti,menurutnya
para	32094	para
sebut	31771	tersebut,disebut,sebut,menyebutnya,menyebut,menyebutkan
usaha	31740	berusaha,perusahaan,usaha,pengusaha,usahakan,perusahaannya
tarik	31503	menarik,tertarik,tarik,menariknya,ditarik,menarikku
kemudian	31108	kemudian
minum	30974	minum,minuman,minumlah,meminum,meminumnya,minumannya
lupa	30864	lupa,lupakan,melupakan,melupakannya,dilupakan,lupakanlah
telepon	30816	telepon,menelepon,teleponnya,meneleponmu,meneleponku,teleponku
tuan	30695	tuan,tuanmu,tuannya,bertuan
kepala	30540	kepala,kepalamu,kepalanya,kepalaku,berkepala,dikepalaku
cerita	30492	cerita,ceritakan,menceritakan,ceritanya,bercerita,kuceritakan
sungguh	30425	sungguh,sesungguhnya,sungguhan,sungguhkah,bersungguh,kesungguhan
ikan	30322	berikan,ikan,ikannya,ikanku,perikanan,ikanmu
segera	30318	segera,sesegera,segeralah
pun	30287	pun,punku,punpun
tangkap	30164	menangkap,tangkap,menangkapnya,ditangkap,tertangkap,menangkapmu
bawah	30077	bawah,dibawah,kebawah,bawahnya,bawahan,dibawahnya
dekat	29950	dekat,mendekati,mendekat,terdekat,dekatnya,pendekatan
lepas	29940	lepaskan,melepaskan,lepas,melepas,terlepas,melepaskannya
tenang	29830	tenang,tenanglah,menenangkan,ketenangan,tenangkan,penenang
jaga	29685	menjaga,jaga,penjaga,menjaganya,menjagamu,terjaga
kirim	29570	mengirim,kirim,mengirimkan,dikirim,kirimkan,pengiriman
aman	29485	aman,keamanan,amankan,mengamankan,keamanannya,pengamanan
kota	29165	kota,kotaku,dikota,kotanya,kotamu,perkotaan
hati	29046	hati,hatiku,hatimu,hatinya,berhati,hatilah
nyata	28948	nyata,ternyata,kenyataan,menyatakan,kenyataannya,pernyataan
bodoh	28922	bodoh,bodohnya,kebodohan,membodohi,bodohmu,sebodoh
jawab	28804	jawab,menjawab,jawaban,jawabannya,menjawabnya,jawablah
tepat	28758	tepat,tepatnya,menepati,tepati,ketepatan,menepatinya
halo	28624	halo
duduk	28452	duduk,duduklah,penduduk,menduduki,kedudukan,dudukmu
lari	28411	lari,melarikan,berlari,pelarian,larilah,pelari
mohon	28297	kumohon,mohon,memohon,permohonan,dimohon,permohonanmu
mata	28052	mata,matamu,mataku,matanya,bermata,dimata
tua	27501	tua,tuaku,tuamu,tuanya,tertua,menua
rencana	27398	rencana,berencana,rencananya,merencanakan,rencanamu,rencanakan
lewat	27283	lewat,melewati,melewatkan,melewatinya,lewati,lewatkan
mu	27130	mu,muku
manusia	26997	manusia,kemanusiaan,manusianya,manusiamu,kemanusiaanmu,kemanusiaannya
penting	26860	penting,terpenting,kepentingan,pentingnya,mementingkan,kepentinganmu
janji	26694	janji,berjanji,perjanjian,berjanjilah,menjanjikan,janjiku
khawatir	26599	khawatir,khawatirkan,mengkhawatirkan,kekhawatiran,dikhawatirkan,mengkhawatirkanmu
sebentar	26385	sebentar
kemari	26253	kemari,kemarilah,kemarikan
nanti	26209	nanti,nantinya,menanti,menantikan,nantikan,penantian
jatuh	26175	jatuh,jatuhkan,menjatuhkan,terjatuh,menjatuhkannya,dijatuhkan
tutup	26143	tutup,menutup,ditutup,tertutup,menutupi,penutup
putus	26047	memutuskan,keputusan,putus,putuskan,keputusanmu,terputus
air	25974	air,airnya,perairan,berair,airku,airmu
senjata	25899	senjata,bersenjata,senjatamu,senjatanya,senjataku,persenjataan
hebat	25847	hebat,terhebat,hebatnya,sehebat,kehebatan,kehebatanmu
bayar	25028	membayar,bayar,dibayar,bayaran,membayarnya,membayarmu
pintu	24995	pintu,pintunya,pintumu,pintuku,dipintu,kepintu
seluruh	24935	seluruh,keseluruhan,seluruhnya,diseluruh,menyeluruh,keseluruh
perintah	24878	perintah,pemerintah,memerintahkan,pemerintahan,memerintah,perintahkan
pagi	24572	pagi,paginya,sepagi,dipagi,pagiku,pagimu
sulit	24390	sulit,kesulitan,sulitnya,tersulit,menyulitkan,mempersulit
peduli	24371	peduli,pedulikan,pedulimu,mempedulikan,kepedulian,kupedulikan
hancur	24089	menghancurkan,hancur,hancurkan,menghancurkannya,dihancurkan,kehancuran
hai	23983	hai,haii
tugas	23975	tugas,petugas,bertugas,tugasku,tugasmu,tugasnya
tadi	23907	tadi,tadinya
masa	23897	masa,semasa,masanya,dimasa,masaku,masamu
diam	23831	diam,diamlah,kediaman,berdiam,pendiam,terdiam
turun	23736	turun,turunkan,keturunan,menurunkan,menurun,turunlah
lindung	23715	melindungi,perlindungan,melindungimu,lindungi,pelindung,melindunginya
paling	23446	paling,berpaling,palingkan,berpalinglah
aneh	23389	aneh,anehnya,keanehan,teraneh,anehmu,seaneh
kira	23341	kira,kukira,perkiraan,diperkirakan,memperkirakan,perkirakan
hadap	23114	terhadap,menghadapi,hadapi,berhadapan,hadapan,menghadapinya
bulan	23104	bulan,sebulan,bulanan,berbulan,bulannya,perbulan
darah	23051	darah,berdarah,darahnya,darahmu,darahku,pendarahan
ruang	23012	ruang,ruangan,ruangannya,ruanganku,diruang,diruangan
serang	22896	serangan,menyerang,diserang,serang,penyerangan,menyerangku
belakang	22846	belakang,belakangan,dibelakang,belakangmu,belakangnya,belakangku
habis	22608	menghabiskan,habis,kehabisan,habiskan,habisi,menghabisi
kabar	22585	kabar,kabarmu,kabarnya,kabari,kukabari,dikabarkan
maka	22522	maka,memakainya,memakaimu,pemakainya
jahat	22518	jahat,kejahatan,penjahat,kejahatannya,penjahatnya,jahatnya
sekolah	22492	sekolah,sekolahmu,bersekolah,sekolahnya,sekolahku,sekolahan
tulis	22426	menulis,tulis,penulis,tertulis,tulisan,ditulis
urus	22404	urusan,mengurus,berurusan,urus,urusanmu,mengurusnya
bohong	22321	berbohong,bohong,kebohongan,pembohong,membohongi,membohongiku
gerak	22297	bergerak,gerak,menggerakkan,gerakkan,bergeraklah,penggerak
suatu	22278	suatu,disuatu,kesuatu
beda	22149	berbeda,perbedaan,bedanya,beda,membedakan,perbedaannya
serah	22144	menyerah,terserah,menyerahkan,serahkan,menyerahkannya,menyerahlah
pukul	22133	pukul,memukul,pukulan,memukulku,memukulnya,memukulmu
untung	22090	beruntung,keberuntungan,keuntungan,untungnya,menguntungkan,untung
cuma	22076	cuma
harga	21957	berharga,harga,menghargai,harganya,penghargaan,hargai
paham	21692	paham,memahami,memahaminya,pahami,dipahami,pemahaman
raja	21559	raja,kerajaan,rajaku,rajanya,rajamu,kerajaanku
menit	21430	menit,semenit,menitnya,semenitpun,menitmu
alas	21380	alasan,alasannya,alasanmu,alasanku,beralasan,alas
tampak	21354	tampak,tampaknya,penampakan,menampakkan,tampakkan,menampakan
panjang	21240	sepanjang,panjang,memperpanjang,panjangnya,terpanjang,perpanjangan
sempat	21172	kesempatan,sempat,kesempatanmu,kesempatanku,kesempatannya,berkesempatan
istri	21135	istri,istriku,istrimu,istrinya,beristri
periksa	20930	memeriksa,periksa,pemeriksaan,memeriksanya,diperiksa,kuperiksa
sekitar	20815	sekitar,disekitar,sekitarnya,sekitarmu,sekitarku,disekitarnya
keras	20635	keras,kekerasan,sekeras,kerasnya,pengeras,mengeras
sebab	20577	sebabnya,menyebabkan,sebab,penyebab,disebabkan,penyebabnya
besok	20575	besok,besoknya
kena	20562	mengenai,kena,terkena,mengenakan,kenakan,dikenakan
dasar	20521	dasar,berdasarkan,dasarnya,didasarkan,berdasar,mendasar
segala	20474	segalanya,segala
minggu	20454	minggu,seminggu,mingguan,minggunya,semingguan,berminggu
kamar	20444	kamar,kamarku,kamarmu,kamarnya,sekamar,dikamar
hampir	20358	hampir,menghampiri,menghampiriku,menghampirimu,menghampirinya,berhampiran
kaki	20289	kaki,kakimu,kakiku,kakinya,dikaki
soal	20070	soal,persoalan,soalnya,soalan,persoalannya,soalmu
sejak	19932	sejak
kapan	19635	kapan,kapanpun,kapankah
lawan	19591	melawan,lawan,perlawanan,melawannya,berlawanan,melawanku
sadar	19578	sadar,menyadari,menyadarinya,kesadaran,sadarlah,sadari
asa	19563	perasaan,terasa,perasaanmu,asa,perasaanku,perasaannya
cantik	19518	cantik,kecantikan,cantiknya,tercantik,secantik,kecantikanmu
astaga	19517	astaga
lanjut	19480	selanjutnya,lanjutkan,melanjutkan,lanjut,berlanjut,dilanjutkan
tau	19323	tau,taukah,taulah,kutau,ketauan
mudah	19294	mudah,semudah,mudahnya,termudah,memudahkan,kemudahan
luka	19257	terluka,luka,melukai,lukanya,melukaimu,lukamu
tetapi	19201	tetapi
iya	19196	iya,seiya,iyakan,iyakah,iyalah,mengiyakan
putri	19154	putri,putriku,putrimu,putrinya
tim	18783	tim,timku,timnya,timmu,setim,setimnya
kalah	18497	kalah,mengalahkan,kalahkan,mengalahkannya,dikalahkan,terkalahkan
kawan	18461	kawan,kawanan,kawanku,kawanmu,sekawanan,kawanannya
suara	18349	suara,suaranya,suaramu,suaraku,bersuara,menyuarakan
tengah	18341	setengah,tengah,pertengahan,setengahnya,menengah,ditengah
latih	18333	latihan,berlatih,pelatih,pelatihan,melatih,dilatih
saudara	18286	saudara,saudaraku,saudaramu,bersaudara,saudaranya,persaudaraan
sembunyi	18209	bersembunyi,menyembunyikan,tersembunyi,sembunyi,sembunyikan,menyembunyikannya
atur	18135	aturan,mengatur,peraturan,diatur,atur,aturannya
nak	18070	nak
bebas	17862	bebas,kebebasan,membebaskan,dibebaskan,bebaskan,pembebasan
bukti	17842	bukti,membuktikan,buktikan,membuktikannya,terbukti,buktinya
penuh	17774	penuh,memenuhi,dipenuhi,penuhi,terpenuhi,memenuhinya
dokter	17750	dokter,kedokteran,dokternya,dokterku,doktermu
baca	17712	membaca,baca,membacanya,membacakan,pembaca,dibaca
naik	17703	naik,naiklah,naikkan,menaiki,menaikkan,kenaikan
kunci	17680	kunci,kuncinya,terkunci,mengunci,dikunci,menguncinya
bahaya	17540	berbahaya,bahaya,membahayakan,bahayanya,berbahayanya,bahayakan
marah	17536	marah,kemarahan,pemarah,dimarahi,kemarahanmu,memarahiku
bukankah	17524	bukankah
indah	17524	indah,keindahan,indahnya,terindah,indahmu,seindah
beli	17463	membeli,beli,membelikan,pembeli,dibeli,membelikanmu
hukum	17296	hukum,hukuman,dihukum,menghukum,hukumannya,menghukummu
agar	17267	agar
tubuh	17107	tubuh,tubuhnya,tubuhmu,tubuhku,bersetubuh,bertubuh
antara	17084	antara,diantara,diantaranya,perantara,antaranya
bakar	17048	terbakar,bakar,membakar,kebakaran,dibakar,membakarnya
curi	16927	mencuri,pencuri,dicuri,pencurian,curi,curian
wajah	16870	wajah,wajahmu,wajahnya,wajahku,berwajah,diwajahmu
awal	16857	awal,awalnya,pengawal,mengawal,berawal,pengawalan
tinggi	16754	tinggi,tertinggi,ketinggian,tingginya,meninggi,tinggimu
kosong	16734	kosong,kosongkan,mengosongkan,kekosongan,kosongmu,kosongnya
berat	16706	berat,keberatan,beratnya,beratmu,seberat,terberat
lambat	16596	terlambat,lambat,memperlambat,melambat,keterlambatan,memperlambatnya
serius	16577	serius,seriuslah,seriusnya,seserius,seriusan,keseriusan
buku	16556	buku,bukunya,bukumu,bukuku,pembukuan,dibuku
langsung	16553	langsung,berlangsung,kelangsungan,melangsungkan,dilangsungkan,keberlangsungan
perang	16335	perang,berperang,perangnya,perangmu,perangku
hormat	16300	kehormatan,hormat,terhormat,menghormati,dihormati,penghormatan
benci	16295	benci,membenci,membencimu,kebencian,membenciku,membencinya
rahasia	16257	rahasia,rahasiamu,rahasianya,merahasiakan,merahasiakannya,rahasiaku
macam	16256	semacam,macam,semacamnya,bermacam,macamnya
berani	15842	berani,keberanian,beraninya,pemberani,keberanianmu,keberaniannya
ulang	15803	ulang,ulangi,berulang,mengulang,mengulangi,kuulangi
perhati	15604	perhatian,perhatikan,memperhatikan,perhatiannya,perhatianmu,perhatianku
kapal	15600	kapal,kapalnya,kapalku,kapalmu,dikapal,kapalan
nikah	15556	pernikahan,menikahi,pernikahannya,pernikahanmu,menikahinya,pernikahanku
balik	15554	balik,sebaliknya,berbalik,dibalik,terbalik,berbaliklah
kasus	15548	kasus,kasusnya,kasusmu,kasusku,kaukasus
taruh	15460	menaruh,taruh,bertaruh,taruhan,mempertaruhkan,menaruhnya
pindah	15243	pindah,memindahkan,pindahkan,dipindahkan,memindahkannya,berpindah
ganggu	15151	mengganggu,gangguan,mengganggumu,ganggu,terganggu,menggangguku
awas	15044	awas,mengawasi,awasi,pengawasan,pengawas,mengawasimu
jual	15037	menjual,jual,menjualnya,dijual,penjualan,penjual
bahagia	15024	bahagia,kebahagiaan,berbahagia,membahagiakan,bahagianya,berbahagialah
